1D 255 -512,000000 260608,000000	[nbin xmin xmax]
"X"	"Function_0"
0,000000	1,524668
1024,000000	3,524408
2048,000000	7,330656
3072,000000	10,622500
4096,000000	14,435156
5120,000000	17,433984
6144,000000	21,364062
7168,000000	24,516328
8192,000000	28,011250
9216,000000	31,088438
10240,000000	34,712344
11264,000000	38,003438
12288,000000	41,411250
13312,000000	44,560234
14336,000000	48,044844
15360,000000	51,080391
16384,000000	54,431328
17408,000000	57,899609
18432,000000	61,846406
19456,000000	64,307500
20480,000000	67,452969
21504,000000	71,141250
22528,000000	73,812656
23552,000000	77,194844
24576,000000	80,003047
25600,000000	83,163516
26624,000000	86,526562
27648,000000	89,422344
28672,000000	92,534688
29696,000000	95,511641
30720,000000	98,005000
31744,000000	101,425313
32768,000000	104,438437
33792,000000	107,279062
34816,000000	110,268047
35840,000000	113,073359
36864,000000	115,663047
37888,000000	118,725781
38912,000000	121,275469
39936,000000	123,720234
40960,000000	126,800938
41984,000000	129,189531
43008,000000	132,045547
44032,000000	134,434844
45056,000000	136,729063
46080,000000	139,419297
47104,000000	142,008516
48128,000000	144,324375
49152,000000	146,825391
50176,000000	149,253281
51200,000000	151,498672
52224,000000	153,805156
53248,000000	156,340391
54272,000000	158,353203
55296,000000	160,937500
56320,000000	163,284453
57344,000000	165,410938
58368,000000	167,422031
59392,000000	169,294297
60416,000000	171,533125
61440,000000	173,738828
62464,000000	175,722187
63488,000000	177,683359
64512,000000	179,652734
65536,000000	182,057656
66560,000000	184,104375
67584,000000	185,632734
68608,000000	187,724922
69632,000000	189,331797
70656,000000	191,273984
71680,000000	193,051641
72704,000000	194,711328
73728,000000	196,365859
74752,000000	198,130547
75776,000000	199,825156
76800,000000	201,231641
77824,000000	203,100469
78848,000000	204,553125
79872,000000	206,303984
80896,000000	207,653359
81920,000000	209,322188
82944,000000	210,707656
83968,000000	212,218906
84992,000000	213,621563
86016,000000	214,942891
87040,000000	216,319141
88064,000000	217,754063
89088,000000	219,150000
90112,000000	220,405078
91136,000000	221,770078
92160,000000	223,080000
93184,000000	224,073281
94208,000000	225,343672
95232,000000	226,496953
96256,000000	227,485312
97280,000000	228,576016
98304,000000	230,068281
99328,000000	231,026094
100352,000000	232,020781
101376,000000	233,237578
102400,000000	234,052891
103424,000000	235,011484
104448,000000	236,024141
105472,000000	237,002578
106496,000000	237,984922
107520,000000	238,820547
108544,000000	239,847500
109568,000000	240,577891
110592,000000	241,553203
111616,000000	242,209453
112640,000000	242,974531
113664,000000	243,780859
114688,000000	244,538828
115712,000000	245,364453
116736,000000	245,956641
117760,000000	246,688437
118784,000000	247,469141
119808,000000	248,113516
120832,000000	248,788203
121856,000000	249,514453
122880,000000	250,056563
123904,000000	250,595937
124928,000000	251,336641
125952,000000	251,680781
126976,000000	252,242969
128000,000000	252,754297
