1D 255 -512,000000 260608,000000	[nbin xmin xmax]
129024,000000	253,691641
130048,000000	253,979297
131072,000000	254,554375
132096,000000	255,223359
133120,000000	255,639688
134144,000000	256,019375
135168,000000	256,510000
136192,000000	256,944063
137216,000000	257,344687
138240,000000	257,704141
139264,000000	258,248984
140288,000000	258,683594
141312,000000	259,057812
142336,000000	259,468203
143360,000000	259,871953
144384,000000	260,217891
145408,000000	260,538672
146432,000000	260,855000
147456,000000	261,294063
148480,000000	261,718047
149504,000000	261,953047
150528,000000	262,267891
151552,000000	262,497891
152576,000000	262,823359
153600,000000	263,216953
154624,000000	263,478281
155648,000000	263,686953
156672,000000	263,937188
157696,000000	264,188984
158720,000000	264,465156
159744,000000	264,800781
160768,000000	264,863281
161792,000000	265,128359
162816,000000	265,475312
163840,000000	265,741094
164864,000000	265,838125
165888,000000	265,947422
166912,000000	266,146484
167936,000000	266,452969
168960,000000	266,609453
169984,000000	266,789375
171008,000000	266,934766
172032,000000	267,190938
173056,000000	267,244922
174080,000000	267,445703
175104,000000	267,569609
176128,000000	267,751484
177152,000000	267,839375
178176,000000	268,035547
179200,000000	268,084219
180224,000000	268,408125
181248,000000	268,435234
182272,000000	268,569297
183296,000000	268,585078
184320,000000	268,742813
185344,000000	268,850469
186368,000000	269,050000
187392,000000	269,113516
188416,000000	269,241484
189440,000000	269,313281
190464,000000	269,485000
191488,000000	269,400000
192512,000000	269,429922
193536,000000	269,727969
194560,000000	269,679141
195584,000000	269,887031
196608,000000	270,003125
197632,000000	269,931562
198656,000000	270,029766
199680,000000	270,189219
200704,000000	270,270078
201728,000000	270,313281
202752,000000	270,305156
203776,000000	270,482344
204800,000000	270,476719
205824,000000	270,571016
206848,000000	270,455469
207872,000000	270,647578
208896,000000	270,714297
209920,000000	270,688281
210944,000000	270,689687
211968,000000	270,657031
212992,000000	270,741016
214016,000000	270,922734
215040,000000	270,828437
216064,000000	270,938281
217088,000000	271,063438
218112,000000	271,041328
219136,000000	271,039063
220160,000000	271,052109
221184,000000	271,062500
222208,000000	271,020312
223232,000000	271,116016
224256,000000	271,184766
225280,000000	271,002109
226304,000000	271,153906
227328,000000	271,150312
228352,000000	271,233984
229376,000000	271,317891
230400,000000	271,236172
231424,000000	271,186562
232448,000000	271,217656
233472,000000	271,279609
234496,000000	271,217812
235520,000000	271,204297
236544,000000	271,346563
237568,000000	271,263672
238592,000000	271,259141
239616,000000	271,321094
240640,000000	271,248750
241664,000000	271,339609
242688,000000	271,386094
243712,000000	271,417969
244736,000000	271,413516
245760,000000	271,433359
246784,000000	271,272422
247808,000000	271,324844
248832,000000	271,384609
249856,000000	271,380156
250880,000000	271,228203
251904,000000	271,469531
252928,000000	271,340234
253952,000000	271,392109
254976,000000	271,340625
256000,000000	271,360625
257024,000000	271,383359
258048,000000	271,390937
259072,000000	271,357031
260096,000000	271,514844
