1D 255 -512,000000 260608,000000	[nbin xmin xmax]
"X"	"Function_0"
0,000000	2,194890
1024,000000	3,693311
2048,000000	7,153750
3072,000000	10,564531
4096,000000	13,673047
5120,000000	17,453359
6144,000000	20,832734
7168,000000	23,950078
8192,000000	27,245938
9216,000000	30,712187
10240,000000	33,928047
11264,000000	37,373437
12288,000000	40,982188
13312,000000	44,018906
14336,000000	47,297734
15360,000000	50,728906
16384,000000	53,507266
17408,000000	57,100703
18432,000000	60,329687
19456,000000	63,231484
20480,000000	66,786328
21504,000000	70,001875
22528,000000	73,158984
23552,000000	76,327969
24576,000000	79,211250
25600,000000	82,164219
26624,000000	85,154453
27648,000000	88,459609
28672,000000	91,344531
29696,000000	94,157969
30720,000000	97,214844
31744,000000	100,097344
32768,000000	103,273281
33792,000000	106,129297
34816,000000	108,989922
35840,000000	111,985313
36864,000000	114,752266
37888,000000	117,144453
38912,000000	120,312969
39936,000000	122,651406
40960,000000	125,428359
41984,000000	127,765156
43008,000000	130,497109
44032,000000	133,158359
45056,000000	135,912578
46080,000000	138,231641
47104,000000	140,852969
48128,000000	143,444297
49152,000000	145,689922
50176,000000	148,228047
51200,000000	150,728828
52224,000000	152,709297
53248,000000	155,132656
54272,000000	157,336875
55296,000000	159,633281
56320,000000	161,841406
57344,000000	164,053047
58368,000000	166,405234
59392,000000	168,459297
60416,000000	170,501172
61440,000000	172,656875
62464,000000	174,808281
63488,000000	176,724609
64512,000000	178,666250
65536,000000	180,864375
66560,000000	183,083516
67584,000000	184,950625
68608,000000	186,833594
69632,000000	188,752266
70656,000000	190,205703
71680,000000	192,141250
72704,000000	193,963594
73728,000000	195,673203
74752,000000	197,311563
75776,000000	199,126328
76800,000000	201,027422
77824,000000	202,479297
78848,000000	203,962109
79872,000000	205,653672
80896,000000	206,919531
81920,000000	208,572109
82944,000000	209,954062
83968,000000	211,726641
84992,000000	213,031172
86016,000000	214,419219
87040,000000	215,740078
88064,000000	217,339531
89088,000000	218,595469
90112,000000	220,278906
91136,000000	221,142500
92160,000000	222,626875
93184,000000	223,690625
94208,000000	224,810547
95232,000000	226,098750
96256,000000	227,378750
97280,000000	228,487891
98304,000000	229,828828
99328,000000	230,817734
100352,000000	232,015703
101376,000000	232,792812
102400,000000	234,074375
103424,000000	235,054062
104448,000000	235,994375
105472,000000	236,727891
106496,000000	238,001641
107520,000000	238,751016
108544,000000	239,707266
109568,000000	240,535547
110592,000000	241,195391
111616,000000	242,193359
112640,000000	243,033516
113664,000000	243,887891
114688,000000	244,744453
115712,000000	245,331484
116736,000000	246,060625
117760,000000	247,106875
118784,000000	247,699297
119808,000000	248,330156
120832,000000	249,073672
121856,000000	249,788984
122880,000000	250,637031
123904,000000	250,989609
124928,000000	251,663125
125952,000000	252,214375
126976,000000	252,799297
128000,000000	253,319141
129024,000000	254,010938
130048,000000	254,478125
131072,000000	255,005859
132096,000000	255,546406
133120,000000	256,140937
134144,000000	256,702187
135168,000000	256,994688
136192,000000	257,538437
137216,000000	257,940781
138240,000000	258,500625
139264,000000	258,977734
140288,000000	259,381406
141312,000000	259,778672
142336,000000	260,235000
143360,000000	260,451172
144384,000000	260,874219
145408,000000	261,300234
146432,000000	261,578828
147456,000000	262,072031
148480,000000	262,321563
149504,000000	262,660000
150528,000000	263,025078
151552,000000	263,332187
152576,000000	263,637891
153600,000000	263,874687
154624,000000	264,199922
155648,000000	264,433125
156672,000000	264,837422
157696,000000	265,155625
158720,000000	265,368438
159744,000000	265,600078
160768,000000	265,726719
161792,000000	266,153750
162816,000000	266,439219
163840,000000	266,642500
164864,000000	266,858203
165888,000000	266,994766
166912,000000	267,301563
