#lambda/nm	DC	C1
664.934	18098.2	18136.4
665.333	17827.2	17901
665.753	17615.8	17607.8
666.152	17397	17383.2
666.572	17189.8	17177
666.993	17018.6	17008.8
667.392	16710.8	16730.2
667.812	16561.2	16562.6
668.212	16281.6	16394.6
668.632	16109.8	16175.8
669.053	15913	15939
669.453	15705.4	15765.4
669.874	15442.2	15571.2
670.273	15310.8	15314.2
670.694	15064.4	15117.4
671.116	14884.6	14938
671.515	14757	14706.4
671.937	14484.2	14577.8
672.337	14358.4	14351.2
672.758	14154.2	14163.8
673.158	13992	14016.4
673.58	13755.2	13829.4
673.98	13628.4	13658.8
674.402	13448.4	13450.8
674.824	13246.4	13274.6
675.224	13148.6	13148.6
675.646	12997.6	12987.2
676.047	12811.8	12856.2
676.469	12651.2	12640.2
676.869	12506.6	12507.8
677.292	12377.6	12373
677.693	12196.4	12204.6
678.115	12029	12119.6
678.516	11954	11972
678.939	11809.4	11821.8
679.34	11663.2	11688.4
679.762	11586	11585.4
680.164	11410.8	11465.6
680.586	11284.6	11294.6
680.988	11184.8	11171.2
681.411	11075.8	11104
681.812	10947	10938.4
682.236	10777.8	10849.4
682.637	10758	10717.8
683.061	10589.8	10623.6
683.462	10484.2	10596.6
683.864	10389.8	10430.2
684.288	10325	10350
684.69	10239.8	10231.2
685.114	10127.2	10145.6
685.516	10039	10103.8
685.94	9945.6	9993.8
686.342	9885.8	9854.8
686.766	9701.4	9788
687.168	9653.4	9709.4
687.571	9586.2	9605.2
687.995	9541	9514.8
688.398	9440	9450
688.822	9319.8	9379.2
689.225	9280.8	9329.6
689.628	9207.2	9234
690.052	9108	9095.6
690.456	9040.4	9059.4
690.88	8956.2	9009.6
691.284	8856	8904.6
691.687	8778.8	8826.4
692.112	8750.4	8749.6
692.515	8671.2	8621.8
692.919	8570.4	8601
693.344	8499.8	8493.8
693.747	8426.2	8415
694.173	8307.4	8319.6
694.577	8266.8	8266.4
694.98	8210.4	8207
695.406	8128.4	8116.8
695.81	8035.8	8058
696.214	7955.4	7975.2
696.64	7869.2	7892.6
697.044	7815	7804.4
697.448	7731.6	7768.6
697.874	7680	7654
698.279	7587.8	7610.8
698.684	7501.6	7467
699.11	7387.6	7419.8
699.514	7322	7342.8
699.919	7245.2	7257.2
700.324	7160.8	7217.2
700.75	7126.4	7129.2
701.156	7040.2	7014.2
701.561	6965.8	7002.8
701.987	6902.8	6894.8
702.393	6835.2	6823.4
702.798	6728.8	6750.6
703.203	6661	6650
703.63	6576.4	6629.8
704.036	6504.4	6511.8
704.442	6418.8	6420.6
704.847	6347.2	6374
705.274	6266	6308.4
705.68	6201.6	6255.2
706.086	6197.4	6181.6
706.492	6062.8	6095.4
706.92	6009.2	5999.6
707.326	5920.4	5952.8
707.732	5908.2	5852.2
708.139	5803.6	5825.8
708.545	5748.8	5734.6
708.973	5685.8	5689.8
709.38	5603	5623.2
709.786	5535.6	5570.2
710.193	5526.2	5491.4
710.6	5415.4	5474.2
711.028	5338.4	5374.8
711.435	5290.2	5279
711.842	5220.4	5253.4
712.249	5178.4	5181.6
712.656	5120.6	5133.2
713.064	5071.6	5070.6
713.492	5011.8	4987.4
713.9	4926.6	4962.8
714.307	4902.2	4926.4
714.715	4848	4851.8
715.123	4781.8	4820.4
715.53	4748.2	4721.8
715.938	4703.4	4718.2
716.367	4621	4631.2
716.775	4584	4575.6
717.184	4519.4	4515.6
717.592	4472.6	4459.6
718	4431	4451.4
718.408	4395	4415.8
718.816	4380.4	4385.6
719.225	4301.6	4307
719.633	4209.6	4237.2
720.042	4159.8	4168.8
720.472	4138.8	4116.6
720.881	4097.8	4101.2
721.29	4036	4029.8
721.699	3988.8	3959.2
722.108	3944	3968.6
722.517	3903.6	3874.4
722.926	3871	3857
723.335	3827.4	3805
723.744	3752.4	3779.8
724.154	3733	3718
724.563	3683.2	3675.2
724.973	3646.4	3625.4
725.382	3572.2	3583.6
725.792	3523.4	3565.4
726.202	3496.2	3511.2
726.612	3481.2	3495.6
727.022	3420.6	3427.8
727.432	3358.4	3384.6
779.813	3353.6	3351.8
780.223	3331.6	3325.2
780.634	3240.6	3263
781.044	3220.6	3238.6
781.454	3168.2	3181.4
781.865	3140.6	3143.2
782.276	3099.4	3084
782.686	3076.8	3073.4
783.097	3028.8	3031.6
783.508	2984.6	2979.4
783.919	2948.2	2952.2
784.33	2924.6	2924.6
784.741	2884	2894.2
785.152	2848	2831.6
785.563	2786.4	2803.2
785.974	2747.4	2766
786.386	2764	2772.2
786.776	2707.6	2711.8
787.188	2685	2680.8
787.599	2604.6	2653.8
788.011	2631.2	2611.6
788.423	2585.2	2573.4
788.835	2535.4	2535.8
789.247	2521.2	2512.2
789.659	2477.2	2487.8
790.071	2436.4	2443.6
790.483	2465.2	2453
790.874	2386	2374.2
791.286	2354.4	2370.6
791.699	2336	2321.4
792.111	2291	2321.8
792.524	2286.4	2299.4
792.937	2250.4	2255.6
793.349	2234.6	2235.6
793.741	2197	2201.8
794.154	2161.8	2148.8
794.567	2144.4	2176.8
794.98	2124.6	2112.4
795.393	2092.6	2102.6
795.785	2098	2091.8
796.198	2048.6	2047.4
796.612	2035.8	2035
797.026	2016.4	2001.6
797.439	1961.8	2001.2
797.831	1964.4	1966.8
798.245	1941.4	1944.2
798.659	1933	1918.8
799.073	1907.6	1895.4
799.487	1882.8	1891
799.88	1857.6	1865.2
800.294	1851	1840.4
800.708	1831.6	1837
801.123	1816.6	1821.4
801.516	1794.2	1804.6
801.93	1747.4	1753.6
802.345	1746	1742.4
802.76	1725.8	1732.8
803.153	1716.2	1740.2
803.568	1702.6	1717.8
803.983	1682.4	1680
804.377	1652.2	1654
804.792	1624.4	1632
805.207	1608.8	1612.6
805.601	1599.6	1593.8
806.016	1629.2	1631.2
806.432	1571	1577.2
806.826	1563.6	1607.8
807.242	1564.4	1556.8
807.658	1545	1527.8
808.052	1505.8	1514.2
808.468	1488	1495.6
808.884	1480	1483
809.279	1482.4	1459
809.695	1468.6	1478.4
810.111	1470.2	1464.6
810.506	1420.2	1454.6
810.922	1437.2	1432.6
811.339	1409.6	1412.4
811.734	1395	1392.6
812.151	1379.2	1376.2
812.546	1365.4	1385
812.963	1340	1362.2
813.38	1357.4	1360
813.776	1324.8	1333.6
814.193	1333.8	1343.8
814.589	1306	1287
815.006	1311.2	1284.8
815.402	1284.4	1286.8
815.82	1279.2	1280.2
816.237	1280.8	1271
816.633	1265.6	1279.4
817.051	1240.4	1236.6
817.448	1229.2	1247.8
817.866	1216.6	1221.4
818.262	1243.2	1231.2
818.68	1197.8	1201
819.077	1184.4	1186.4
819.495	1183.4	1185.8
819.892	1210.8	1216.2
820.311	1146.6	1156.2
820.708	1162.4	1155.6
821.127	1153.6	1148.6
821.524	1137.4	1149.2
821.943	1128.2	1144.8
822.34	1142.8	1143.2
822.759	1114.8	1113.4
823.157	1113.8	1117.8
823.576	1104.4	1106.4
823.974	1108.8	1094
824.393	1113.8	1115.4
824.791	1079.2	1075.4
825.189	1052.4	1066.6
825.609	1053.4	1069
826.007	1036.2	1053.8
826.427	1031.8	1033.8
826.826	1046.4	1048.4
827.246	1038.8	1034.8
827.644	1020.6	1022.6
828.043	1024.2	1042.8
828.463	1021.8	1009.8
828.862	1022.8	1013.4
829.261	1009.6	1026.6
829.682	973.8	987.4
830.081	994	995.4
830.502	979.8	984.4
830.901	985.4	986.4
831.301	992.2	993.4
831.722	955	954.2
832.121	969	970.6
832.521	954.4	956
832.943	962	965.8
833.342	949.8	945
833.742	933.8	937
834.164	945.8	940
834.564	923.4	933.6
834.965	919	920
835.386	915.4	911.2
835.787	915.8	905.4
836.188	914	916.4
836.588	904.6	906
837.01	900	916.2
837.411	890.6	904.4
837.812	887.8	899.8
838.213	889.6	907.2
838.636	883.4	887.6
839.037	938.2	952.2
839.438	879.6	887.8
839.84	873.2	877.2
840.263	877.2	882.8
840.664	865.4	861.4
841.066	862.2	874.6
841.468	861	862.6
841.891	849.8	852.4
842.293	847.4	854.8
842.695	853.2	848.8
843.098	860	844
843.5	833.2	841.8
843.902	836.4	840.4
844.326	833.2	833.8
844.729	820.8	831.6
845.131	833.4	839.4
845.534	826.4	826.6
845.937	824.2	832.4
846.34	829.4	827.6
846.764	800	799
847.167	809	809.4
847.571	798.2	798.6
847.974	795.6	792
848.377	798.4	787.8
848.781	846	839.2
849.184	798.6	811.2
849.588	797.2	786.8
849.992	783.6	783.2
850.396	781.2	793.2
850.821	802	803.2
851.225	785.4	787.4
851.63	771.2	785.2
852.034	778.6	794.8
852.438	780.4	775.2
852.843	853.4	849
853.247	765	774.4
853.652	755.2	760.6
854.057	774.6	777
854.462	757.2	761.8
854.867	765.4	769
855.272	785.4	786.4
855.677	760.4	756.2
856.082	746.2	736
856.487	742	742.2
856.893	761.8	743
857.298	741	755
857.704	737.6	737
858.11	738.2	745.2
858.516	749	757
858.922	745.8	748
859.328	744.2	757
859.734	733.6	726.8
860.14	732.2	734
860.525	732.6	731.4
860.931	725.8	723.4
861.338	721	734
861.745	730	741.8
862.151	727.6	729.2
862.558	711	726.2
862.965	718.4	718.4
863.372	721.4	722.8
863.779	712.4	713.4
864.186	736.2	734
864.572	716.6	713
864.98	727.8	714.8
865.387	748.8	741.2
865.795	710	698.6
866.203	711.6	714.2
866.61	696.4	697.4
867.018	716.8	720.8
867.405	709.6	704.4
867.813	702.6	690
868.221	694.6	691.4
868.63	692	694.2
869.038	709.2	701
869.425	722.6	730.6
869.834	698	704
870.243	692.4	686.8
870.652	682.4	682.6
871.039	683.8	685.8
871.448	682.2	682.4
871.857	684.2	681.2
872.266	683	690.2
872.654	685	684.8
873.064	677.6	674.8
873.473	695.4	685.8
873.883	671.8	681.8
874.271	673	677.8
874.681	691.8	681.6
875.091	666.6	668
875.48	685.8	684.6
875.89	691.8	690.4
876.3	670	669.6
876.689	658.8	664.6
877.1	666.4	660
877.51	670.6	664
877.9	689.8	674.2
878.31	662	657.4
878.721	695.2	692.4
879.111	799.6	804.2
879.522	667	669.6
879.933	648.8	663.6
880.323	645.6	646.4
880.734	655.4	655.6
881.125	652.6	659.2
881.536	653	652.8
881.948	652.8	643
882.338	660	655.8
882.75	660.2	655.2
883.141	657.4	651
883.553	651.4	658.4
883.944	671.8	679.4
884.356	661.2	662.2
884.769	641	642.8
885.16	647.8	640.6
885.573	643.6	641.8
885.964	640.8	644.8
886.377	652	649.4
886.768	634.2	640.4
887.181	642.2	634.4
887.573	637	630.8
887.987	649.6	645.8
888.378	638.6	642.4
888.792	639.2	638.2
889.184	682.6	679.6
889.598	633.8	619.6
889.99	636.8	634
890.383	627.6	625.4
890.797	622.6	622.8
891.19	638.2	638.4
891.604	628.2	630.2
891.997	628.6	619.2
892.411	628.6	624.4
892.805	621.8	623.6
893.198	628.6	624.6
893.613	619.4	606.8
894.006	633.6	629
894.421	618.6	622.2
894.815	625.2	613.6
895.209	618	617.4
895.624	662	658.6
896.018	636.6	638.8
896.412	622	621.6
896.828	617.2	613.8
897.222	627.6	624.4
897.617	612.6	617
898.033	640	636.6
898.427	619	620.6
898.822	613	621.2
899.239	604	610.4
899.634	601.8	614.6
900.029	628.8	625.6
900.424	598.2	607.6
900.841	602.8	604.2
901.236	618.2	627.2
901.632	607.8	620.4
902.027	663.6	665.6
902.445	618.2	622.4
902.841	609.4	601.2
903.237	614.2	613.8
903.633	618.2	623.6
904.05	612.4	612
904.447	610.8	611.4
904.843	610.6	612.2
905.24	600	612
905.636	594.6	596.8
906.033	596.6	600.4
906.451	603.6	618.8
906.848	596.4	591.6
907.246	590.4	604.6
907.643	602.4	608.4
908.04	605.8	606.6
908.438	623.6	618.2
908.835	593	608.4
909.254	597.2	602.6
909.652	601	603.6
910.05	598.2	597.4
910.448	589	593.8
910.846	606.8	594.8
911.244	585.2	594.6
911.643	596.2	608.8
912.041	596	588.8
912.44	613	609
912.839	588	598.8
913.237	592.8	586.2
913.636	587	581.2
914.035	602.6	601.6
914.434	594.4	595.2
914.834	597.6	607
915.233	602	604.2
915.633	589.6	596.4
916.032	587.8	586
916.432	579.4	579.6
916.832	601.4	599.6
917.232	586.8	591.4
917.632	577	581.6
918.032	588.8	581.6
918.432	591.4	594.2
918.833	592	593.2
919.233	587.4	587.8
919.634	581.4	577.4
920.035	599.8	594.8
920.436	585	578.6
920.837	593.4	587.4
921.238	576.2	584.4
921.639	584.8	580.2
922.019	589.6	586.4
922.42	582.6	582.8
922.822	584	589.8
923.224	572.8	586
923.625	580.4	582.8
924.027	581	585.6
924.429	602	601.2
924.81	587.6	582.4
925.212	585.8	596.4
925.615	576.8	589.4
926.017	585.8	584.8
926.42	587.4	596.4
926.801	586.8	578.2
927.204	582.2	577
927.607	585.2	583.8
928.01	593.2	589.2
928.413	584	579
928.795	571.2	567.2
929.199	572.6	577
929.602	582.2	571.6
930.006	570.4	571.4
930.388	568	574
930.792	579.2	577.6
931.196	578.2	576.6
931.579	604.4	615
931.983	567.4	562.6
932.388	623.4	612.4
932.771	573.4	579.4
933.176	573.6	573.2
933.58	575	580
933.964	578.4	589.4
934.369	558.8	557.8
934.774	575	575.8
935.158	567.6	576.8
935.563	571.8	581.8
935.947	577.6	581
936.353	581.8	579
936.759	569.8	578.2
937.143	567.6	581.8
937.549	572	569.2
937.934	590.8	585.8
938.34	593.8	596
938.746	570	572.6
939.131	567.2	573.8
939.538	568	569.8
939.923	571.6	579.2
940.33	567.6	563.6
940.716	570.4	562.8
941.123	578.4	578.8
941.508	576.4	585.2
941.916	584	588.6
942.302	576.4	572
942.709	559.8	567.4
943.096	561.8	568.2
943.503	576.8	577.4
943.89	564.8	566
944.298	556.4	570.2
944.685	593.4	599.2
945.072	569.8	566
945.48	578.4	580.6
945.867	553.6	566
946.276	556.8	557
946.663	586.4	584.4
947.051	573	582.8
947.46	581.4	585.8
947.848	568.8	564.8
948.257	561	558
948.645	568.2	565.2
949.033	555.4	560
949.443	556.4	561.4
949.831	604	598.2
950.22	565	551.2
950.63	569.4	576.8
951.018	594.6	591.2
951.407	564.2	567.6
951.796	562.2	558
952.207	569	569.6
952.596	577.4	565.4
952.985	554.4	559.2
953.375	595.2	602
953.786	562.2	571
954.176	559	550.6
954.566	562.2	568
954.956	554.8	550.2
955.367	564.6	572
955.758	588	581.6
956.148	554.4	551
956.539	575.4	573
956.929	559.4	554
957.341	554.6	552.4
957.732	556	560.6
958.123	576.8	570.2
958.515	558.8	556.6
958.906	562.2	560.8
959.297	561.2	557.8
959.689	563.6	556.6
960.102	556	556.2
960.494	570.8	564.6
960.886	558.4	558
961.278	558.6	559.4
961.67	584	573.6
962.062	598.2	600.6
962.455	562.2	556.6
962.847	562	555.2
963.24	561.6	573.4
963.633	560.4	562.4
964.026	560.6	556.2
964.419	562.8	570.4
964.812	573.8	574.2
965.206	558.4	560.6
965.599	567	568.2
965.993	564.6	561.6
966.386	560.6	561.4
966.78	570.6	569.4
967.174	568	574.8
967.569	553.2	560.8
967.963	563.8	551.6
968.357	549.8	555
968.752	561.2	559.4
969.146	553.4	556.2
969.541	552.6	556.4
969.936	558.4	553
970.331	565.2	558.2
970.705	564	553.6
971.1	557.2	567.8
971.496	567.8	565.8
971.892	553.8	543.2
972.287	565.6	562
972.683	558.4	562.2
973.079	552.4	562.6
973.454	579.2	569.4
973.85	567.4	557.6
974.247	576	565.8
974.643	588.4	585
975.04	565	563.4
975.415	563.4	560.2
975.812	556.8	553.6
976.209	563.2	559.2
976.607	555	551.2
976.982	569.8	575.8
977.38	576	569.4
977.778	566.8	552.4
978.175	556.8	550.6
978.552	567.4	559.6
978.95	569	567.6
979.348	571	560.8
979.725	612.8	601.2
980.123	562	553
980.522	559	559
980.899	553.6	548.8
981.298	553.2	558.6
981.697	559.4	568.2
982.075	556.8	551.6
982.474	560	553.6
982.852	557.8	561.2
983.251	564.6	567.4
983.651	566	562.2
984.029	568.8	561
984.429	554.2	555
984.808	548.8	544.6
985.208	554.4	554.8
985.609	555	553.2
985.987	549.4	537.8
986.388	548.8	562.2
986.768	567.6	560.6
987.168	549.8	559.4
987.548	562.4	566.2
987.949	566.4	574.4
988.329	560.6	564.2
988.731	543	555.2
989.111	561.8	561.4
989.491	561.2	557.2
989.893	563.8	555.2
990.273	575	572.4
990.676	555	549.8
991.057	560.2	559.6
991.459	559	553.2
991.84	561.6	551.4
992.221	550.2	554
992.624	577.2	582.2
993.006	565.2	563.6
993.388	559.8	561
993.791	559.4	575.8
994.173	561.6	576.2
994.576	587.6	587.8
994.959	551.6	542.4
995.341	548.2	553.6
995.724	556.6	556.4
996.128	556.4	560
996.511	564.8	564.8
996.894	550.4	552.8
997.298	552.6	554.8
997.681	558.6	568.2
998.065	549.6	566.4
998.448	545.4	558.8
998.854	565.6	575
999.237	552.8	552.4
999.621	564.4	572.8
1000.01	566.8	572.4
1000.39	551.4	558.6
1000.8	555.2	552.2
1001.18	568.2	567
1001.56	556.8	563.6
1001.95	563	568.8
1002.33	555.2	570.8
1002.72	556.8	559.2
1003.13	559.2	563.8
1003.51	554.4	554.4
1003.9	556.6	557
1004.28	566.4	573
1004.67	555.4	561.4
1005.06	560.6	558
1005.44	590.4	592.6
1005.83	556.6	556
1006.21	550.4	555.4
1006.6	551.6	564.2
1006.99	567	560.8
1007.37	566.8	569
1007.76	565.8	558.4
1060.12	548	560.2
1060.51	556.2	551
1060.89	570.6	561.4
1061.28	564	565
1061.67	564.6	566.6
1062.06	555.2	557.8
1062.45	557.2	553
1062.83	553.8	557.4
1063.22	570.6	568.6
1063.61	588	602
1064	562.8	563.6
1064.39	551.8	560.2
1064.78	552.8	554.6
1065.14	571.6	568.6
1065.53	559.4	566.8
1065.92	568.6	560.8
1066.31	556	554.4
1066.7	570.4	563.4
1067.09	576.2	569.6
1067.46	561.4	569.4
1067.85	562.2	560.4
1068.24	558.8	556.4
1068.63	567.2	563.2
1069.02	560.8	553
1069.39	562.2	559
1069.78	556.8	560
1070.17	555	556.8
1070.57	549.8	557
1070.93	571	556.8
1071.33	554.6	552.2
1071.72	573.2	565.6
1072.11	556.4	562.4
1072.48	556.4	561
1072.87	556.6	561.2
1073.26	557.4	555.6
1073.64	552.8	562.4
1074.03	545.2	548
1074.4	557.4	554.6
1074.79	551.4	557
1075.19	560.4	566.4
1075.56	568.4	560.8
1075.95	551	563
1076.34	559.6	558
1076.72	560.8	560.2
1077.11	564.8	562.2
1077.48	575	571.2
1077.88	557.4	560
1078.25	564.6	553.8
1078.64	567.4	566.6
1079.02	562.8	567.8
1079.41	566.2	570.6
1079.78	553.8	563.2
1080.18	554	553.2
1080.55	618.2	606.2
1080.95	561	550.8
1081.32	562.8	558.2
1081.72	560	560.6
1082.09	563.6	565.8
1082.49	550	558
1082.86	553.2	564.2
1083.24	556.4	555.6
1083.63	553.6	559.8
1084.01	560	559.4
1084.38	564.2	571.4
1084.78	563.2	554
1085.16	560.2	555.4
1085.55	569.2	578.8
1085.93	579.6	576.6
1086.31	552.6	557.4
1086.7	589.4	582.8
1087.08	562.6	566.6
1087.46	554.8	566.8
1087.83	549.2	549.6
1088.23	564.6	572.2
1088.61	551	565.8
1088.99	557	563.8
1089.36	559.8	561.4
1089.76	560.4	559.4
1090.14	562.2	558.6
1090.52	566	551.4
1090.9	564.6	564.2
1091.27	573.4	565.8
1091.67	582.6	585.6
1092.05	568.2	565.6
1092.43	558.4	564.6
1092.81	572	578
1093.19	570.4	565.8
1093.57	556.6	559.4
1093.95	565.4	556
1094.35	577.4	578.4
1094.73	571.6	567.6
1095.11	552.8	553
1095.49	554.4	562.6
1095.87	562.4	563.4
1096.25	582.2	572.4
1096.63	569	567.4
1097.01	564	565.6
1097.39	570	571.8
1097.77	564.6	563
1098.15	563.8	566.6
1098.53	557.6	562
1098.91	558.4	554
1099.29	563	561.8
1099.68	577.8	579
1100.06	563.2	571.2
1100.44	563.2	564.4
1100.82	562.2	572.6
1101.18	570.2	564.2
1101.56	566.8	557
1101.95	560.6	555.8
1102.33	562.2	564
1102.71	560.4	570.8
1103.1	561.8	563.6
1103.48	554.2	559
1103.86	551.4	562.2
1104.22	567	571.4
1104.61	566.6	553.8
1104.99	560	555.6
1105.38	563.6	561
1105.76	561.6	565.8
1106.12	555.2	563
1106.51	593.4	596.2
1106.89	565.4	572.6
1107.26	563.4	570.2
1107.64	576.8	573
1108.03	562	555.8
1108.41	561.4	558
1108.78	576.8	562.8
1109.16	573	562
1109.55	572.6	575.8
1109.91	555.2	548.8
1110.3	556.4	553.8
1110.69	579.6	575.6
1111.05	564.4	564.4
1111.44	565.2	565.6
1111.8	570.2	564
1112.19	569.4	563.6
1112.58	565	569.2
1112.94	560.6	562.8
1113.33	565.4	560.8
1113.7	563	555
1114.09	558	556.4
1114.45	561.8	560.2
1114.84	561.6	560.8
1115.21	568.4	567.8
1115.6	568.6	563.4
1115.96	561.8	566.6
1116.35	569.8	562.4
1116.72	565	558.2
1117.11	562.6	580.6
1117.48	560.2	559.8
1117.85	567.6	561.8
1118.24	575.2	574.6
1118.6	562.8	567.6
1118.99	558.4	560.2
1119.36	562.2	566.2
1119.73	575.4	561
1120.12	571	559.6
1120.49	547.6	551.4
1120.86	571	570
1121.25	569.6	568
1121.62	551	552.2
1121.99	553.6	554.2
1122.38	577	569.8
1122.76	560	559
1123.13	554.6	554.4
1123.5	562	566.2
1123.89	569.6	569
1124.26	544.2	543.8
1124.63	555	569.2
1125	561.6	570.2
1125.4	557.2	558.2
1125.77	553.2	549
1126.14	547.6	544.8
1126.51	560.4	565.8
1126.88	557.8	560.8
1127.26	560.6	557.2
1127.63	541.4	551.2
1128.02	558.2	550.6
1128.4	563.4	561.4
1128.77	557	550.4
1129.14	562	563
1129.52	558.2	566.6
1129.89	561.2	552.6
1130.26	555.6	559
1130.64	551.6	556.4
1131.01	555.4	560.4
