-0.046436	0.224070	0.344593	0.154630	0.003571	0.000458	0.244309	0.134815	0.078722	-0.038679	0.008656	0.099185	-0.114119	-0.111965	0.068447	0.084520	-0.112350	0.041071	-0.170840	-0.193358	-0.114187	-0.254058	-0.136720	-0.182849	-0.099447	-0.187845	-0.009587	-0.210481	-0.245580	-0.138212	-0.222150	-0.123867	-0.277739	0.108098	-0.133013	-0.153524	-0.180490	0.001425	-0.028242	-0.018015	-0.170503	-0.015436	0.010028	-0.176162	-0.199135	-0.151823	-0.179938	-0.139468	0.364495	0.029827	-0.071483	0.037691	-0.238325	-0.052569	-0.179760	-0.210474	-0.259540	-0.288570	0.374980	-0.234300	-0.224404	-0.057922	-0.259167	-0.208673	0.309277	-0.152663	0.069108	-0.185768	0.000462	-0.132465	-0.024927	-0.112279	-0.108512	-0.102355	-0.021168	-0.346635	0.065905	-0.146072	-0.173942	-0.148089	0.062767	-0.220494	-0.033795	-0.273557	0.016419	-0.251600	0.193217	-0.121973	-0.128509	-0.079601	0.063187	-0.013695	-0.131195	-0.133417	0.126970	-0.026198	0.197834	0.146570	0.135208	-0.150616	0.164425	0.215268	0.207835	0.163731	0.339766	0.666933	15.584634	2.002012	0.359977	0.371253	0.285109	0.030667	0.257491	0.066869	0.144305	0.230273	0.114414	0.144866	0.123121	0.056299	0.035521	0.040413	0.021612	0.030697	0.133583	0.149214	0.012905	-0.169243
-0.023592	0.113047	0.228576	-0.006342	-0.121437	-0.090584	0.064356	-0.004179	-0.042290	-0.186664	-0.001467	-0.179669	-0.262105	-0.314896	-0.072545	-0.189339	-0.255340	-0.136885	-0.402742	-0.407277	-0.335100	-0.407039	-0.345644	-0.221944	-0.374305	-0.265901	-0.281448	-0.274550	-0.432526	-0.157326	-0.318187	-0.203921	-0.392757	-0.010917	-0.223057	-0.174636	-0.289514	-0.233473	-0.285118	-0.145022	-0.259547	-0.196388	-0.295800	-0.293178	-0.380088	-0.297810	-0.318933	-0.193547	0.412314	-0.348928	-0.249438	-0.195209	-0.369327	-0.372382	-0.292780	-0.262555	-0.263669	-0.376615	0.446775	-0.264403	-0.280481	-0.264849	-0.297262	-0.278736	0.233220	-0.277671	-0.124832	-0.172914	-0.109561	-0.259471	-0.230855	-0.336188	-0.273480	-0.277313	-0.151171	-0.433681	-0.126037	-0.279073	-0.304945	-0.365006	-0.265039	-0.420427	-0.282679	-0.395568	-0.140557	-0.432552	0.082195	-0.362866	-0.416354	-0.238575	-0.192690	-0.215626	-0.261198	-0.258425	0.119844	-0.253105	-0.198903	-0.115301	-0.130659	-0.343556	0.009447	0.051299	-0.088003	0.099662	2.593379	88.229237	45.968117	2.240640	0.336867	0.181310	0.093167	-0.332104	0.262353	-0.164034	-0.161522	0.067303	-0.031573	-0.107016	-0.139750	-0.290487	-0.012564	-0.173506	-0.242257	-0.195210	-0.262154	-0.119650	-0.314901	-0.174371
0.035187	0.176822	0.303339	0.065424	0.041238	0.032131	0.183075	0.214440	-0.006488	-0.038973	0.015354	-0.126884	-0.025503	-0.124248	-0.035744	0.164145	-0.116641	-0.076107	-0.153153	-0.298548	-0.169427	-0.256351	-0.136015	-0.142185	-0.206635	-0.281047	-0.152739	-0.243743	-0.277843	-0.105540	-0.290377	-0.067219	-0.228083	0.058852	-0.219222	-0.157815	-0.192773	0.009122	-0.010555	-0.000328	-0.082886	0.029224	-0.112145	0.064302	-0.177452	-0.250019	-0.160253	0.003094	0.476088	0.001560	-0.059790	0.183250	-0.313545	-0.230686	-0.136098	-0.111868	-0.101992	-0.187965	0.349710	-0.136693	-0.234689	-0.141134	-0.166555	-0.072104	0.292999	-0.118991	-0.025093	-0.119129	-0.019813	-0.069823	-0.172075	-0.205481	-0.084831	-0.077675	-0.017467	-0.329947	-0.000324	-0.092421	-0.083328	-0.106426	0.070464	-0.141868	-0.101022	-0.218907	-0.072787	-0.270876	0.165950	-0.215175	-0.115817	-0.055920	-0.024020	-0.034968	-0.119502	-0.076769	0.177624	-0.106413	0.221515	0.132289	0.036013	-0.170891	0.033261	0.108080	0.192555	0.125474	3.332478	49.594710	1.818105	0.248470	0.258783	0.195134	0.089010	-0.153444	0.321132	0.005635	0.071083	0.170038	0.083150	0.023692	-0.079971	-0.105834	0.009252	0.001157	-0.096565	0.078354	-0.062516	0.060009	-0.110267	-0.055652
-0.013091	0.261410	0.236080	0.222940	-0.054992	0.091745	0.250681	0.069259	0.037142	0.030630	0.061981	-0.093244	-0.095759	-0.039660	0.082811	-0.092924	-0.108975	0.031458	-0.227406	-0.294878	-0.166756	-0.380554	-0.326152	-0.160494	-0.167001	-0.209446	-0.238979	-0.163150	-0.299148	-0.179792	-0.224769	-0.010603	-0.336302	-0.004412	-0.187581	-0.148151	-0.121171	-0.072123	0.001107	-0.076579	-0.050245	-0.036037	-0.085499	-0.042917	-0.233722	-0.163433	-0.189551	-0.033196	0.489748	-0.030734	-0.150026	0.029078	-0.353831	-0.260982	-0.109452	-0.139167	-0.211210	-0.184296	0.527206	0.027816	-0.087163	-0.115487	-0.172875	-0.138365	0.246718	-0.143294	0.062492	-0.166409	0.005835	-0.159060	-0.125449	-0.245767	0.068689	-0.215863	-0.113697	-0.297306	0.073276	-0.179661	-0.118620	-0.214645	-0.039752	-0.221115	-0.132318	-0.295157	-0.043143	-0.239234	0.160628	-0.186531	-0.029230	0.041656	-0.176195	-0.095235	-0.097850	-0.146026	0.370105	-0.163683	0.004405	0.111983	0.105616	-0.185203	0.091876	0.250611	0.183238	0.862410	53.134349	5.645332	0.234362	0.069322	0.159555	0.257745	0.017754	-0.226697	0.221905	0.035279	0.017810	0.177704	0.215691	0.116273	-0.113265	-0.096170	0.097837	-0.094074	-0.109878	-0.153740	-0.028876	-0.029229	-0.039665	-0.152881
0.211018	0.279726	0.373276	0.169327	0.034252	0.028142	0.093172	0.032629	0.110402	-0.153852	-0.035588	-0.126877	-0.105416	-0.070295	-0.094678	-0.001682	-0.074676	-0.048128	-0.233066	-0.303536	-0.220369	-0.285315	-0.260884	-0.073247	-0.196638	-0.264057	-0.101783	-0.327652	-0.172941	-0.182456	-0.213447	-0.083196	-0.362942	0.024893	-0.151283	-0.178787	-0.228730	-0.127734	-0.011547	-0.105216	-0.115846	-0.002737	-0.119131	-0.000626	-0.216406	-0.058204	-0.296110	-0.101794	0.560011	-0.131300	-0.115727	-0.013546	-0.337514	-0.109800	-0.111116	-0.012960	-0.141946	-0.276870	0.644422	0.008169	-0.075841	-0.286982	-0.253461	-0.144026	0.439859	-0.068036	0.116772	-0.125116	-0.183642	-0.213672	-0.151089	-0.147532	-0.133775	-0.207538	-0.118359	-0.204065	0.010672	-0.233273	-0.165239	-0.145380	0.009532	-0.317685	-0.117999	-0.248870	-0.196656	-0.140999	0.256866	-0.115268	-0.079846	-0.107861	-0.110927	-0.122874	-0.168446	-0.162676	0.329479	-0.192320	0.118625	-0.035536	-0.059885	-0.081973	0.060241	0.247948	1.523231	50.865741	88.298519	4.456855	0.342588	0.241484	0.121927	0.194142	0.288817	-0.204386	0.276184	0.008639	0.025136	0.084131	0.187053	0.107615	-0.066978	-0.092840	0.068200	-0.049785	-0.131523	-0.099461	0.011417	-0.030894	-0.073297	-0.113587
-0.032082	0.347315	0.306000	0.117036	-0.059997	-0.001172	0.081840	-0.022659	0.072097	-0.062286	-0.017949	0.026627	0.000135	-0.130578	0.128756	0.040932	-0.088006	-0.072447	-0.179463	-0.240942	-0.204728	-0.340603	-0.177310	-0.059604	-0.277900	-0.188476	-0.205023	-0.213110	-0.286171	0.045972	-0.288715	-0.031591	-0.277370	0.035539	-0.136641	-0.086223	-0.061240	-0.015190	0.035063	0.010325	-0.069235	-0.004079	-0.031562	-0.181788	-0.125840	-0.101504	-0.144605	-0.004234	0.573655	-0.209565	-0.166020	0.139957	-0.231963	-0.234019	-0.171399	-0.214102	-0.290141	-0.160329	0.648075	-0.177988	-0.178082	0.038350	-0.088969	-0.001511	0.447508	-0.176270	0.166379	-0.067517	0.028802	-0.166063	0.025391	-0.080942	-0.045207	-0.015074	-0.036784	-0.205407	-0.005655	-0.078771	-0.138609	-0.085783	-0.179622	-0.160186	-0.117342	-0.306156	0.025778	-0.196286	0.313466	-0.015711	-0.076193	0.093595	0.026593	0.026634	0.049992	-0.154028	0.387078	-0.146709	0.267133	0.204880	0.069643	-0.104293	0.210748	0.310542	1.537873	18.201062	1.307167	0.278690	0.058529	-0.074543	0.113592	0.118874	0.099663	-0.109824	0.169947	0.026278	0.099719	0.137735	0.111785	0.108271	-0.162225	0.046678	0.099825	-0.005173	-0.011986	-0.116787	0.021064	0.004728	-0.041672	-0.017027
0.060575	0.112299	0.111944	0.092810	0.001691	-0.053370	-0.000328	0.101966	0.002916	-0.177422	-0.081136	-0.061536	-0.237878	-0.319640	-0.092274	-0.002275	-0.113231	-0.092678	-0.317576	-0.431003	-0.349834	-0.440754	-0.164574	-0.213701	-0.290138	-0.212703	-0.340138	-0.369204	-0.313394	-0.220013	-0.383871	-0.191682	-0.397501	-0.005671	-0.164864	-0.284275	-0.216336	-0.148307	-0.232920	-0.122793	-0.188367	-0.210123	-0.159685	-0.224996	-0.322894	-0.189667	-0.444556	-0.250239	0.586391	-0.213812	-0.153283	-0.052101	-0.286159	-0.417086	-0.331490	-0.308258	-0.401280	-0.257483	0.590882	-0.206210	-0.315195	-0.192670	-0.367941	-0.268495	0.461243	-0.357340	0.064230	-0.219616	-0.202217	-0.286193	-0.156678	-0.440833	-0.224278	-0.304035	-0.137934	-0.415448	0.016072	-0.281819	-0.161837	-0.252867	-0.192860	-0.438158	-0.117593	-0.432280	-0.082364	-0.395338	0.249279	-0.175802	-0.189330	-0.136426	-0.065566	-0.242348	-0.167041	-0.258174	0.289925	-0.334772	-0.076774	-0.027138	0.041420	-0.111537	0.131576	1.340261	102.931229	17.089923	0.443780	0.141576	-0.003660	-0.153715	0.064390	0.123619	-0.039449	-0.206978	0.086780	-0.122824	-0.165267	0.087534	-0.052301	0.028100	-0.138500	-0.103423	-0.127198	-0.253175	-0.216032	-0.118036	-0.204961	-0.173345	-0.324640	-0.228066
-0.017646	0.213898	0.398358	-0.011385	0.088305	-0.079643	0.046326	0.015753	0.056563	-0.150748	0.000483	-0.077819	-0.152262	-0.240019	-0.112553	-0.130446	-0.237406	-0.247822	-0.185008	-0.257475	-0.324159	-0.409085	-0.243794	-0.220993	-0.248479	-0.255959	-0.296481	-0.223649	-0.281725	-0.196335	-0.230323	-0.063110	-0.416781	0.025998	-0.147181	-0.254604	-0.194657	-0.105649	-0.055396	-0.192023	-0.189665	-0.153479	-0.012132	-0.139380	-0.324192	-0.132024	-0.166134	-0.214574	0.705972	0.036639	-0.212523	0.001546	-0.214530	-0.274528	-0.270850	-0.244621	-0.135845	-0.230809	0.725448	-0.132583	-0.224585	-0.179982	-0.220387	-0.157905	0.555849	-0.153843	0.171823	-0.261873	-0.169549	-0.231547	-0.032102	-0.279293	-0.246555	-0.256382	-0.133238	-0.349813	0.010778	-0.217183	-0.208090	-0.271148	-0.111240	-0.395500	-0.092917	-0.433578	-0.136609	-0.310722	0.470759	-0.214063	-0.153665	-0.100761	-0.035895	-0.155734	-0.157350	-0.143588	0.410505	-0.367039	0.000849	0.136399	-0.034803	-0.266681	0.267141	7.359942	95.914946	4.664049	0.335589	0.274144	-0.053909	-0.225942	0.162992	0.196247	-0.046741	-0.102381	0.167400	-0.090156	0.126142	0.087235	-0.015637	-0.084087	-0.081856	-0.058767	-0.019605	-0.202525	-0.243304	-0.026427	-0.058406	-0.092725	-0.038226	-0.260333
0.078442	0.323973	0.349591	0.212575	0.092485	0.116345	0.092464	0.168784	0.160643	-0.077637	0.123544	-0.026685	-0.005225	-0.113960	0.093425	0.059548	-0.021438	-0.047837	-0.142865	-0.227321	-0.049249	-0.230079	-0.159693	0.020950	-0.222321	-0.255774	-0.089504	-0.197491	-0.278544	-0.076271	-0.052317	-0.005982	-0.186826	0.131078	-0.177965	-0.089585	-0.213454	-0.152418	0.022710	-0.067962	-0.142528	-0.045403	-0.010948	-0.048287	-0.123208	-0.082888	-0.279835	-0.115489	0.631232	-0.094046	-0.048503	0.099632	-0.256304	-0.113505	-0.150785	-0.170511	-0.181615	-0.211644	0.657700	-0.127404	-0.133492	-0.067909	-0.222201	-0.168709	0.446144	-0.178634	0.136044	-0.169780	-0.144390	-0.148446	-0.148800	-0.168220	-0.128489	-0.163291	-0.066120	-0.365613	0.082891	-0.169046	-0.064049	-0.224010	-0.057110	-0.205506	-0.170655	-0.268559	-0.078483	-0.345503	0.427986	-0.111980	0.026339	0.021302	0.005249	-0.115590	-0.031292	-0.152395	0.411688	-0.064157	0.216818	0.083636	0.289058	0.038199	0.889703	17.332155	2.118927	0.145752	0.185923	0.072530	-0.047730	-0.079903	0.205135	0.212415	0.100297	-0.140159	0.044707	0.063875	0.126327	0.194313	0.017514	0.099914	0.003244	-0.114527	0.118441	0.028428	-0.138225	0.045685	0.048671	0.129238	-0.094984	-0.152257
-0.234630	0.054857	-0.062382	-0.179418	-0.255552	-0.137785	-0.189639	-0.238194	-0.278303	-0.269829	-0.257460	-0.327769	-0.370245	-0.405054	-0.288578	-0.287490	-0.282562	-0.278991	-0.382011	-0.542391	-0.525158	-0.545149	-0.575662	-0.392022	-0.500428	-0.532882	-0.386592	-0.558515	-0.532674	-0.275457	-0.510244	-0.328045	-0.659738	-0.331844	-0.340188	-0.331727	-0.406646	-0.205749	-0.337315	-0.319096	-0.396658	-0.369464	-0.368975	-0.398322	-0.489227	-0.376979	-0.455045	-0.390599	0.464014	-0.431094	-0.446490	-0.295358	-0.517428	-0.528475	-0.553767	-0.476590	-0.441739	-0.497742	0.564408	-0.428488	-0.406604	-0.437924	-0.559249	-0.519743	0.341863	-0.411785	-0.050155	-0.457877	-0.451468	-0.336643	-0.275059	-0.502271	-0.405597	-0.395444	-0.371200	-0.598764	-0.239172	-0.441159	-0.449049	-0.523096	-0.377175	-0.678418	-0.398811	-0.508703	-0.356590	-0.594639	0.221807	-0.496980	-0.276742	-0.257804	-0.370760	-0.401688	-0.391317	-0.349583	0.340374	-0.449157	-0.208142	-0.134531	-0.000038	0.877974	98.131077	38.798304	1.023637	0.072440	-0.104172	-0.202580	-0.445717	-0.270098	-0.293751	-0.151606	-0.161826	-0.396288	-0.138495	-0.379067	-0.233698	-0.235643	-0.284569	-0.254117	-0.330807	-0.189836	-0.272553	-0.335593	-0.355393	-0.403251	-0.313352	-0.396622	-0.371093	-0.430364
